pump_status,sensor_readings/3/ldr,sensor_readings/3/pump_status,sensor_readings/3/soil_moisture,sensor_readings/3/temperature,sensor_readings/3/timestamp,sensor_readings/4/ldr,sensor_readings/4/pump_status,sensor_readings/4/soil_moisture,sensor_readings/4/temperature,sensor_readings/4/timestamp,sensor_readings/9/ldr,sensor_readings/9/pump_status,sensor_readings/9/soil_moisture,sensor_readings/9/temperature,sensor_readings/9/timestamp,sensor_readings/11/ldr,sensor_readings/11/pump_status,sensor_readings/11/soil_moisture,sensor_readings/11/temperature,sensor_readings/11/timestamp,sensor_readings/13/ldr,sensor_readings/13/pump_status,sensor_readings/13/soil_moisture,sensor_readings/13/temperature,sensor_readings/13/timestamp,sensor_readings/17/ldr,sensor_readings/17/pump_status,sensor_readings/17/soil_moisture,sensor_readings/17/temperature,sensor_readings/17/timestamp,sensor_readings/18/ldr,sensor_readings/18/pump_status,sensor_readings/18/soil_moisture,sensor_readings/18/temperature,sensor_readings/18/timestamp,sensor_readings/22/ldr,sensor_readings/22/pump_status,sensor_readings/22/soil_moisture,sensor_readings/22/temperature,sensor_readings/22/timestamp,sensor_readings/25/ldr,sensor_readings/25/pump_status,sensor_readings/25/soil_moisture,sensor_readings/25/temperature,sensor_readings/25/timestamp,sensor_readings/27/ldr,sensor_readings/27/pump_status,sensor_readings/27/soil_moisture,sensor_readings/27/temperature,sensor_readings/27/timestamp,sensor_readings/31/ldr,sensor_readings/31/pump_status,sensor_readings/31/soil_moisture,sensor_readings/31/temperature,sensor_readings/31/timestamp,sensor_readings/32/ldr,sensor_readings/32/pump_status,sensor_readings/32/soil_moisture,sensor_readings/32/temperature,sensor_readings/32/timestamp,sensor_readings/36/ldr,sensor_readings/36/pump_status,sensor_readings/36/soil_moisture,sensor_readings/36/temperature,sensor_readings/36/timestamp,sensor_readings/38/ldr,sensor_readings/38/pump_status,sensor_readings/38/soil_moisture,sensor_readings/38/temperature,sensor_readings/38/timestamp,sensor_readings/41/ldr,sensor_readings/41/pump_status,sensor_readings/41/soil_moisture,sensor_readings/41/temperature,sensor_readings/41/timestamp,sensor_readings/44/ldr,sensor_readings/44/pump_status,sensor_readings/44/soil_moisture,sensor_readings/44/temperature,sensor_readings/44/timestamp,sensor_readings/46/ldr,sensor_readings/46/pump_status,sensor_readings/46/soil_moisture,sensor_readings/46/temperature,sensor_readings/46/timestamp,sensor_readings/50/ldr,sensor_readings/50/pump_status,sensor_readings/50/soil_moisture,sensor_readings/50/temperature,sensor_readings/50/timestamp,sensor_readings/55/ldr,sensor_readings/55/pump_status,sensor_readings/55/soil_moisture,sensor_readings/55/temperature,sensor_readings/55/timestamp,sensor_readings/61/ldr,sensor_readings/61/pump_status,sensor_readings/61/soil_moisture,sensor_readings/61/temperature,sensor_readings/61/timestamp,sensor_readings/67/ldr,sensor_readings/67/pump_status,sensor_readings/67/soil_moisture,sensor_readings/67/temperature,sensor_readings/67/timestamp,sensor_readings/73/ldr,sensor_readings/73/pump_status,sensor_readings/73/soil_moisture,sensor_readings/73/temperature,sensor_readings/73/timestamp,sensor_readings/79/ldr,sensor_readings/79/pump_status,sensor_readings/79/soil_moisture,sensor_readings/79/temperature,sensor_readings/79/timestamp,sensor_readings/89/pump_status,sensor_readings/101/ldr,sensor_readings/101/pump_status,sensor_readings/101/soil_moisture,sensor_readings/101/temperature,sensor_readings/101/timestamp,sensor_readings/107/ldr,sensor_readings/107/pump_status,sensor_readings/107/soil_moisture,sensor_readings/107/temperature,sensor_readings/107/timestamp,sensor_readings/113/ldr,sensor_readings/113/pump_status,sensor_readings/113/soil_moisture,sensor_readings/113/temperature,sensor_readings/113/timestamp,sensor_readings/119/ldr,sensor_readings/119/pump_status,sensor_readings/119/soil_moisture,sensor_readings/119/temperature,sensor_readings/119/timestamp,sensor_readings/126/ldr,sensor_readings/126/pump_status,sensor_readings/126/soil_moisture,sensor_readings/126/temperature,sensor_readings/126/timestamp,sensor_readings/131/ldr,sensor_readings/131/pump_status,sensor_readings/131/soil_moisture,sensor_readings/131/temperature,sensor_readings/131/timestamp,sensor_readings/137/ldr,sensor_readings/137/pump_status,sensor_readings/137/soil_moisture,sensor_readings/137/temperature,sensor_readings/137/timestamp,sensor_readings/143/ldr,sensor_readings/143/pump_status,sensor_readings/143/soil_moisture,sensor_readings/143/temperature,sensor_readings/143/timestamp,sensor_readings/149/ldr,sensor_readings/149/pump_status,sensor_readings/149/soil_moisture,sensor_readings/149/temperature,sensor_readings/149/timestamp,sensor_readings/155/ldr,sensor_readings/155/pump_status,sensor_readings/155/soil_moisture,sensor_readings/155/temperature,sensor_readings/155/timestamp,sensor_readings/161/ldr,sensor_readings/161/pump_status,sensor_readings/161/soil_moisture,sensor_readings/161/temperature,sensor_readings/161/timestamp,sensor_readings/166/ldr,sensor_readings/166/soil_moisture
OFF,2046,false,485,23.5625,3,2018,false,386,23.6875,4,2043,false,443,23.6875,9,2000,false,487,23.625,11,2001,false,570,23.75,13,2059,false,571,23.6875,17,2030,false,488,23.625,18,2061,false,598,23.75,22,2032,false,486,23.5625,25,2006,true,664,23.75,27,2047,false,487,23.625,31,2122,true,1000,23.75,32,2112,false,422,23.75,36,2007,false,489,23.6875,38,2019,false,418,23.75,41,2045,false,485,23.625,44,2032,false,453,23.75,46,2061,false,469,23.75,50,2010,false,487,23.5625,55,2013,false,489,23.5625,61,2057,false,488,23.625,67,2032,false,490,23.625,73,1990,false,490,23.625,79,false,2000,false,484,23.625,101,2033,false,488,23.625,107,2007,false,488,23.6875,113,2044,false,488,23.625,119,2014,false,487,23.625,126,2030,false,487,23.625,131,1994,false,488,23.625,137,2037,false,490,23.625,143,1996,false,481,23.625,149,2017,false,485,23.625,155,1997,false,485,23.5625,161,2017,487
